"y"	"ANKRD28"	"CCDC92"	"FBXO32"	"GRIA4"	"HDAC7"	"IFITM3"	"LY6G6D"	"MC1R"	"RPL18"	"DEFA3"	"SPOCD1"	"TOR1AIP2"	"TRIM16L"	"ST14"	"UBXN7"	"VEGFB"
102.337686910238	-25.1214173337532	-1.06658347988832	0.114023392251765	-0.587372937354611	0.134563714083764	2.24961119576202	-0.0616414307858079	-0.51852640033033	-0.0053690186630098	-1.16800538619357	-1.87728317173844	0.370885147258847	-0.396410317912493	0.694837062933917	0.406361995296545	-0.553831601906548
-30.9002236998494	5.1679671418551	-0.467292312636006	-0.34841493286806	1.31608627980086	-0.306851244321742	-1.50417480608624	0.993491902532926	-0.552105185697228	-0.159490401471474	0.0503519800662576	1.93443229552938	-0.222790029951071	1.0417804077267	2.55665734782385	0.0223417254686801	-0.0110773097641223
-186.694837636171	44.4518592455934	0.0262747280957567	0.52477707666872	-0.942054846794379	0.428509753916843	-0.96278873271327	-0.493849543973569	-0.0957611208640338	-1.06074785950312	-2.99373407045486	-1.22429547877081	1.23930266160366	1.28505027230567	-0.0138012083404735	0.80187454794202	-0.100059583266827
121.381161596149	-31.6583289071497	-1.23685977679668	0.345000141149151	0.191899244172451	0.849779340649959	-0.65895398159575	-0.593492384411153	-0.187763691691365	-0.474503730239159	-2.69014411181089	-1.17849706837215	0.109822206867413	0.907795676061141	1.45076259819222	-0.819250704416867	-0.439091518859885
21.621202676912	-2.25485921168139	-0.0301312171626419	0.978216885531801	1.59587335688363	0.014140901088234	-1.26056969773811	0.874448622082463	0.294942327940235	0.204024015350363	2.32263439626859	-2.52185817416631	0.789288858689801	-0.0184332786537131	0.966234080701493	0.834810229082538	0.483141897144197
-17.7978555530629	3.69995793441695	-0.178438303565399	0.401823673232397	-0.3838315282902	0.182856422347559	-1.23536495402813	-0.0882144536238754	-0.802557864454002	0.276339421743615	-1.84486063783939	-0.371075391860914	0.272151977357235	0.747589116250492	-1.09819757289754	-0.196556089079195	-0.0609648506217825
-79.2084474372244	19.8149223913548	-0.128936216117238	-0.798371262486493	-0.271994552459475	-0.64013297290578	0.591330442009174	-0.159403078622043	0.805889511894459	-0.936801310418119	2.60889808341686	-0.424744008218801	0.851160628811502	-0.0357945886080868	0.415339040326144	-0.539573647221481	0.599647582574227
36.249176689036	-6.71935470506522	0.794244906666467	-0.147817400420141	-0.411600814235185	0.364702259625971	-0.340748291948526	-1.20661579573778	-0.0123624608028241	-0.295712911097641	1.23063320358023	-0.81480718742962	0.144933133399209	0.649153772683512	1.67998249218439	0.142911041494255	1.03115977587558
-232.273623640528	55.5574601980283	-1.29659619896939	1.13713776867972	-0.112553317976324	0.0242908658507429	-0.0502593491973307	-3.39986573956989	-0.167803680180863	-1.25460959318402	-0.0923046125370953	-0.164352252125315	-0.283331914564472	-0.224317915399235	0.231903194934537	0.756412123434876	0.183234861873756
17.7055917273131	-3.89384636760431	0.929212347279293	1.06424575637155	0.250037216643431	-0.51215914517005	2.14481061064617	-0.641788928476444	-0.245460168399195	-0.21432596189509	-1.98288531845543	0.501918468395885	0.762698012045992	0.633562140697526	-0.884597076591807	0.468087086672109	0.247842844697305
-52.5877504244516	11.6864109939379	-0.872177038339239	0.32710791768397	1.18201955703824	0.850101019887528	0.169890393983641	-0.831852034818547	0.863756227528369	0.81689528194336	-1.63631612161729	-1.00112652936663	-0.801330348320402	-0.227855742206491	1.40080679957365	1.28108573919525	0.72029119613275
-126.663059581641	27.4812677407288	-1.21813700869089	-0.00842216826170182	-0.553947120978369	-0.576047426609873	2.71237230854533	0.367987823012848	-0.317104374766624	0.554205491172565	-0.689284509701374	-1.64456491644664	0.305118403552538	0.184272365601406	-0.0438328514258934	0.173777658069908	0.408347737876027
30.6776924851342	-11.0032799823604	-0.846731085730731	0.21531400549125	-0.792274114759337	0.322790391884951	2.24336723603773	0.515536141097773	0.0479794790341893	-0.20047405300269	-3.03662001974607	-1.00342887123336	-0.991533262106906	0.410691679324162	0.584394036242267	-0.373716117144972	0.786749331030849
